Date,A,AAL,AAP,AAPL,ABBV,ABC,ABMD,ABT,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,ANTM,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BAX,BBWI,BBY,BDX,BEN,BF-B,BIIB,BIO,BK,BKNG,BKR,BLK,BLL,BMY,BR,BRK-B,BRO,BSX,BWA,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDAY,CDNS,CDW,CE,CERN,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSX,CTAS,CTLT,CTRA,CTSH,CTVA,CTXS,CVS,CVX,CZR,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISH,DLR,DLTR,DOV,DOW,DPZ,DRE,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FB,FBHS,FCX,FDS,FDX,FE,FFIV,FIS,FISV,FITB,FLT,FMC,FOX,FOXA,FRC,FRT,FTNT,FTV,GD,GE,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,IP,IPG,IPGP,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUMN,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NLOK,NLSN,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OKE,OMC,ORCL,ORLY,OTIS,OXY,PARA,PAYC,PAYX,PCAR,PEAK,PEG,PENN,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PVH,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBNY,SBUX,SCHW,SEDG,SEE,SHW,SIVB,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TWTR,TXN,TXT,TYL,UA,UAA,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WRK,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS
2019-04-29,2177700,5558200,811000,88818800,6444500,719000,805700,4355000,1111900,5592400,1877100,6932500,1270000,1188500,897500,1474600,5803900,2563200,4449400,415500,1021600,1229300,1191800,1213400,1373200,1174200,592200,5847300,0,44532700,1050000,2662500,612000,901400,4021300,2846000,313800,2248300,787300,1060600,2711300,928900,3388400,973100,554300,814600,7098200,343400,1340400,463100,534300,3096200,198300,5457300,68408600,2390300,3637770,2231800,1130780,3160600,849700,1517800,81200,5983800,432900,3722000,366900,1851300,15735800,648100,3467600,987700,6018000,904400,375500,16491400,4936500,1789000,,3374300,1162800,412800,926800,1330200,4796700,234500,1683000,512400,1255700,2780800,2209000,3033300,860000,3803300,924500,1795300,657700,3383900,1089300,1823000,11832500,2537100,634800,1498600,2062100,8974100,2378500,2466400,272300,6769300,1429700,1574500,980800,363800,467100,4509700,16259500,8044800,491300,936300,10235600,3450900,,2284600,9731200,9404000,700000,2598700,3215500,6408565,889700,2017300,958300,1166300,2931100,2343300,25746100,2272500,1502000,1771500,930000,5935200,823000,1214100,1178100,705000,2370800,1457700,4900200,820200,971000,3122600,8028100,958300,1334200,504400,1878500,1301200,1002000,3209900,2043500,3512000,206400,296200,693400,1076700,173200,2426500,981900,1409200,1258300,4102200,7426815,938400,1791500,1468100,62500500,1224400,5356800,19641300,2039000,15525500,212200,1471400,2800300,363600,7539300,7410300,6522700,429000,999300,1716800,6885200,1018900,282800,1314600,2536149,844900,8251188,5252500,2248400,447300,5167400,9601100,267500,2499400,3618400,874200,875000,770700,2997000,566700,6507100,1686100,12201500,2223000,3785200,2737400,2060500,241900,3069400,990100,2943100,7794900,9036700,2512800,1417700,9877300,1688800,994700,2848600,3094382,1846200,390200,441400,499100,1621100,1518200,42142300,2419500,2581498,5210300,464000,844400,9869800,3579800,2257500,414500,1103300,3932200,582700,1935100,3037600,344900,4275200,4031500,14242200,2057700,10188200,1745900,5963400,3367500,1220700,1124300,12905200,1380300,9731500,6295700,2117700,1537000,2704100,775100,689100,1195400,3563800,4097200,969100,870900,802100,3186900,1607700,8129600,4029400,2574400,1482700,2855000,1249600,3274900,300300,1144500,5240100,3456100,2590000,1059100,733100,4852200,4069000,4265500,9537800,720900,1146800,359100,922700,1472600,3803400,4253500,8045500,815000,5078000,4506800,204800,7395317,1057800,8335700,9702200,499400,16324200,712600,622600,910100,80500,13452800,1389700,628200,131100,7094400,13552700,3821700,2332000,5008400,3111000,2405400,954400,2026000,1868600,1115900,2099200,1109900,2300000,39192000,26300,5651300,944200,2603300,4440000,1085045,1088700,1317300,1486700,6443000,771800,,9112800,1294000,760700,1497500,1836800,2796600,1597900,1181000,2793400,23229001,989700,4787600,2183000,1583100,3484500,648600,1026800,2180100,4416700,1151900,2326400,772400,167300,896800,4254800,1764800,677800,2651200,1381200,738900,553600,1620900,6989300,17930000,1237000,1618300,193700,366600,598100,8853100,1468500,1292550,648500,549500,953800,1738800,513500,1630500,1769300,5417378,639500,383200,5426800,5292200,560200,1105800,1792500,530800,573900,8927300,312600,667600,3315100,1183000,1016100,3090000,575300,2136400,5327000,1078400,967900,1626600,3205900,898000,2194800,42053815,2163300,252900,283700,159000,1704600,2018300,4976400,252200,9097000,4540500,940400,2631300,4843100,771200,776200,983800,1193000,83572500,1601600,5569511,2457800,19680000,3407600,998200,288300,1447447,3028300,2561900,744400,863600,578700,5345300,1836400,4551000,845100,5613100,10003600,1668614,2661700,1402400,944100,494300,560500,750300,1543000,4998800,13985000,2077800,457000,5095200,4569100,9484700,1201800,1123800,16918700,709600,1294700,3664500,6379700,546000,3588900,368100,526200,4587400,1332100,1851800,10023700,1009700,495600,1473400,2180716,751100,1836200,3445100
2019-04-30,1726200,5719600,872200,186139600,9367400,1052500,826400,5514100,1535800,3068000,2624800,7347800,2007200,1072200,1688000,2545300,10823400,4202800,5439800,559600,1139200,2549000,1239900,920500,1500400,1759600,589400,10447200,100,73165900,1689100,3963000,1423600,1476200,3506000,5079200,407100,2341400,1005800,4882200,3237800,1425600,3448000,1365900,891400,779900,6906400,621100,1895300,611000,1179500,2387900,255100,3732800,47764200,2877900,4704806,2552800,1853098,4406700,3315500,1914000,118200,6349500,422400,10785700,567600,1786700,14162500,815600,3611100,920400,7938900,1503700,722500,11122000,3831400,6961700,,3862000,2025900,777200,1356700,2061500,4313700,512600,2154700,836600,1616700,2563800,2535700,5657700,1366600,2914600,1322600,3430200,880300,4050200,2439900,1756200,15703000,1828400,591500,1885100,2091000,8574700,4436200,2211300,312900,9358300,1427600,1533700,2196800,448100,545800,3581800,20846000,10522800,571100,779900,7826400,3057200,,1694600,13911200,21431500,564700,3359900,4030300,6754246,1573700,3889500,1812900,1316200,3827700,2565100,15253100,2258700,1639300,1639600,2291800,6454100,717600,2004600,1617800,941880,3242700,897600,7090500,1095600,1169800,2824600,8321400,1942000,2361400,712900,2703800,1797600,1135300,4805200,2668000,3804600,307000,408100,1516700,1584900,499100,4759300,1486400,2391700,2161700,2721900,10656602,1414300,1800000,1337300,46079300,1917800,4485600,23494700,2840800,19578600,266100,1562800,4589900,504800,8346600,6439900,6268900,381600,1313000,1810000,5044400,1430600,534200,1266100,1992185,1213200,22148188,7164900,4730600,465700,17836600,16035500,350500,6207000,6658900,885300,1147500,1498200,1833000,1038200,10142700,1026200,11065200,3623900,3415600,3587700,2534600,329300,4313400,2048200,3651700,10384900,8299200,4314400,1227700,7415600,1518700,1383200,7125600,4852185,3095700,518300,286300,734200,1161200,2041900,27130900,1480900,4353149,5420900,1022300,1127300,7293300,3281200,2109900,375200,1685400,3397600,1154900,1482900,4803000,470600,6003700,3411100,11389100,2798100,8756900,1331400,9695000,3987700,1119900,1934200,18959600,1900100,17912900,5241000,1976000,3289300,3170600,1800100,1256200,1404200,5268100,7548300,990000,1039100,1409700,3367100,1604300,10898500,3861000,3381600,1541400,3103000,1544300,7179600,578600,1259700,3938900,6162300,3934800,1105700,868000,8481300,7380700,5010400,17075400,1411800,2815000,248500,1415800,1719300,4541000,4565200,15760100,1477500,3478800,5005400,379500,11269039,620700,9491400,8104600,804100,24166500,666100,605200,1511800,103900,16342700,2274500,707200,340100,10643600,9588600,3870100,7675300,7614100,2530900,4750400,931000,1522700,2890900,1067300,2157100,1683000,2729500,36292000,20900,7173000,624600,3836300,10559400,1947797,809850,2410200,2128100,10562300,803300,,24103900,2598400,993500,2182200,3733000,3588200,2182600,2401700,4963600,34360400,1562000,8251300,2568700,1370200,2983500,695200,1070700,2396700,5640300,1432400,4260800,1063000,237700,894800,11079400,1920100,1018300,3303300,1081800,789100,1118300,1482100,6489400,17582400,1424400,2259300,324000,726200,554800,11317500,1905400,1366200,548800,691200,970200,2223750,595800,2314200,1494600,5232736,892400,304000,7384400,6629000,496900,1394200,1721100,385300,1240600,12163700,345100,794900,7218500,2193400,1066200,1921200,335500,1961000,7424400,1532600,1733100,1685800,4130500,1063300,2444100,46341721,2388700,317600,205400,246900,1481100,1665400,5217100,273100,5339800,4737900,1380700,3064900,4366700,1298600,1152500,1558600,1383900,47323000,2854800,6161678,1344100,22912000,4533200,1879100,343900,2595131,5749000,2688200,1419300,950500,736600,7632300,2444100,5101400,1193900,5947500,6432700,1909051,3049000,2097000,1387500,966100,922500,1619800,2790900,4850600,15469000,1698900,514400,8175400,4050600,19007500,1333400,2680300,18525100,656300,1410000,7990900,6133600,836100,5137400,226500,789000,5556500,2531300,2777900,13721500,1383800,1179900,2181300,1557772,1301600,1775500,2356400
2019-05-01,1078600,4466600,923200,259309200,5231700,2035500,1343300,6702300,1242400,2056200,1601800,5399300,3333900,1292200,1004100,2282600,6113800,3472900,4274000,384200,972100,4597600,1045500,1006500,1126300,2089700,619500,9388100,0,136066900,1709100,6109100,1139700,1384700,3117000,3413600,810600,1854900,853600,1846500,5228500,974500,3674800,1530800,555900,666600,9474500,389500,1815800,432700,710100,2450500,236900,2765600,56161000,1782800,4071709,1752600,960938,2385800,1248300,1666100,114100,6204600,407400,7400400,488600,2207700,18282300,489200,3769200,1113100,6081000,1872900,952900,13261700,3777800,3044500,,3652000,1930800,511400,1447600,1481400,6672100,847900,1649300,721500,1414300,2553700,2746400,5017500,1733900,5235600,1079100,3204400,586800,3919100,4161900,1817700,14327500,2580900,410600,1327000,1892000,7569500,6036200,2210800,206400,12032000,1350400,1622900,1079200,242400,478300,2707700,17648500,10839300,383500,584400,6858700,3151900,,2384100,26243000,10097000,806700,2878300,5629800,6509302,1327400,3341900,1726600,1239800,3982400,1811800,8906700,2020900,1407100,1010600,812700,7644400,429500,2924700,1024700,976895,2323400,964400,13692400,975000,1776300,4264300,9686500,977500,1266000,652400,3976400,3354900,1238200,2251700,15852500,5186600,261500,499000,1244500,1644500,368400,3525600,1493200,1671800,1659900,2761800,7704691,1316500,1604100,1650000,41805500,2127200,4562800,15996600,1337300,31549800,259500,1432900,3545600,835700,6462400,7909900,10078100,323100,1643600,1475000,5149800,2143700,317200,1517600,1192969,1224100,12421800,5779700,3563700,435300,8176100,8843300,375800,2639200,3717000,688900,1739600,3911000,1981800,594900,8826500,993800,12682600,2823500,4644700,2170000,2813300,223100,5930600,1577100,3762200,6609900,9269900,2184500,1696000,15027800,1443300,2707200,7356700,3194170,3852500,713200,233900,726400,853400,1969100,20467600,1372100,2876438,3557800,550300,1773700,4704000,2537100,2823300,325900,1422600,4329600,1127300,1345100,12988900,1204500,6656300,3461200,10412900,2836000,11836400,1891000,7402700,4193500,825700,1526800,10815500,1912600,10551200,4792600,1105700,1378700,2933900,1193800,2548400,1018300,3407400,5392100,1104300,1547800,1248500,2953100,1136900,8711200,2514200,2402900,1274000,2479200,1588000,5146000,499400,1632100,3600200,4059600,5194000,1007200,832500,13043600,4685200,5326300,8403600,808100,1214000,279900,935200,1620200,3818500,3636500,7372100,1105800,2875000,4991300,227300,15288643,1121500,13709300,9056300,689600,26821700,1056400,551300,891900,107700,17673300,3898700,716200,168900,8541200,7707000,9257300,5158800,6524600,3784900,3771400,825800,1528700,2646700,1671100,1648400,1014000,2237600,35428000,59200,7448200,1138200,2905000,4463500,1432416,1218900,3316700,1647900,7792700,650900,,11084200,1299500,1263800,2232200,2233000,2212100,2183200,2897300,3810800,20703406,1641300,6733800,3306000,1113800,3340400,636000,1001900,3585900,3655700,1264400,2318200,1486500,206700,794700,5753800,2169000,859400,3350700,2508400,551900,1045800,2623300,5442200,28211500,1743400,3795200,294400,540300,503400,17403800,934100,1572300,862900,657800,645900,3028500,447600,1887100,897500,3487537,768100,378800,6678000,7019300,1157200,2605000,2129700,622800,705100,10523300,404500,678500,6057600,2256300,1113900,1726500,387800,3507200,3950300,876500,1503600,2105900,3950900,972000,2263600,35810228,4781100,146900,203600,236800,1704900,1748100,5977300,322400,5463200,3319300,1491900,2941100,5217000,1068100,975800,1249300,910300,53522000,2403400,2997054,2881500,14962600,3335800,1408200,367200,4399378,7976100,2239600,1756100,929200,1151300,4823200,2601300,2615100,1221300,5558900,5248100,1158217,3881300,2353700,1311900,732400,467000,1824800,1597400,7177800,11627400,2986600,391700,5954200,4534800,7451100,1240300,1955000,17542100,852100,964000,8314000,5337200,545100,2192100,426100,1067500,2749700,2487900,2340900,13909800,1677600,909500,2178500,1221477,1096900,1732500,2095100
2019-05-02,946800,5320300,1154500,127985200,5206300,3064500,4772900,5112200,1889900,2482300,2223200,4427600,2178100,996700,1217700,1789600,12720700,2559200,4753400,393100,755400,1730100,2306400,1128900,1166300,1949200,738700,12709000,0,100514800,973900,3014000,942600,1412700,3962900,5694000,988900,1604600,687100,1127100,7311500,1404500,2100600,2929500,624000,504900,13565600,448000,2042800,413000,950900,2538700,195500,2438800,40634100,2453300,4886645,2288200,978465,2633100,1079600,1965600,154100,5597900,529000,4682400,436100,3054000,12676400,690700,2646700,920500,10698600,1557000,891200,12186700,2922500,2707400,,5405700,1327700,1008900,1587700,1223300,7569800,2029500,2359400,594600,1974700,3010200,3895300,4030700,1597900,3730700,678200,4885300,752000,2209900,2018600,1415300,18051100,2503900,623400,1208400,2338100,8194800,5859300,2062700,277500,12614200,1237600,1464900,981900,475400,283800,3181100,24220600,8424000,485900,353200,7044200,12472500,,1972600,14489700,9495600,1049900,2450300,3426100,12036040,1702400,1666300,1039400,1410100,4019800,1702500,16580400,4002400,1539400,1508000,914600,13932700,557600,2120300,1764900,785723,2656600,1131800,9268800,1289400,2460600,3609500,10378400,930000,1486900,916400,2365700,2323900,1387500,3067100,3634000,5145900,382000,726200,907100,2231900,261700,3072200,1370300,1365500,1560400,3087600,6599915,1024200,2238300,1075200,34508400,1780900,5282200,13209500,1483100,21879600,200100,1477300,3880200,557800,5374900,3011500,6301200,458700,1074100,2627700,11495900,1638100,493700,2159400,984322,2036500,9903225,5735800,2978200,390800,6798300,11291900,748100,1944800,2254900,2754000,1814700,1692400,1514700,466600,10142700,1565500,8125700,2810200,2810000,2991100,3576800,881200,2553900,3485700,4421600,5105200,8627500,2595600,2295900,10758000,1591200,1758300,5842300,3704304,3360500,680500,351000,1024800,831300,1947400,22655400,1463400,2261952,3284300,632600,1417100,4847200,3514300,2431500,322300,1017700,5504900,1150600,1797100,7163500,764300,8835600,4435000,8613300,5931200,9796300,1303400,12276800,6593400,1476600,1013800,12380300,2085500,8724600,5743200,992600,1365500,2173100,1382700,1502100,1691000,3458600,4168800,962300,1836600,1400800,3206000,1340100,10071200,2903900,1717400,3550000,3105000,2081300,4747300,603800,1155500,2992500,2418000,3927600,1244500,784900,9729600,4761900,9433400,9012900,675800,1327400,265000,726500,1405600,5654900,4844700,5803000,710400,4500500,6849500,389000,11579142,1079600,28035200,7680500,925000,27350200,1018000,586500,852300,134800,17046800,2163600,689800,119500,10035600,8289700,5398200,5019900,6813700,3918400,3321800,1028100,3211700,3789900,1047600,1762500,1255800,2404700,39468400,21400,7218200,582600,1920100,3989100,2289595,639900,3476800,1723800,9652200,722800,,18795100,2330100,931700,2358800,2147200,3890700,2950700,6624200,2875900,20471210,1618400,6270300,3902400,1719500,2906900,596700,733000,2561300,2852800,1235900,1816900,1492200,345500,809100,5035200,3857300,1122700,3708800,1628800,737200,1718100,2193900,5272400,40342000,1198400,1803600,268000,851900,812400,12809200,1084200,990900,553900,934800,736000,5215200,282800,2135600,886600,4379761,853200,506200,6247500,4387300,591900,2570500,1487700,407500,478300,9108300,608600,777800,4842100,1644600,1373400,1926000,352500,2152700,2314300,1569400,1245700,3491900,3320500,1126300,2516700,39338026,1902000,248400,271700,162200,1064900,1744700,4497500,482700,4456300,3515900,1353800,2269300,5692200,2135100,1008100,1050800,1469600,90796500,1781100,1767477,1523200,13419100,4532200,1125700,636500,5326571,17779900,1868600,1501900,1217200,875400,5499200,2313300,2589800,1725100,4589300,6054900,2162869,5084700,2297300,1186900,690100,719100,1209800,2198400,5493500,14435400,12139100,470800,5301800,8866700,5745700,1416300,1752500,16883000,659100,1323600,10917200,5007000,531450,1924500,208700,816500,2514400,1239700,2123200,15360400,1987200,2401100,1827400,1476608,654100,1560500,2003600
2019-05-03,1303200,5181400,760200,83569600,4527300,2090500,1075900,5452700,2680200,1979500,2476300,3140200,1431500,959600,687800,1323200,7534300,2249700,6361000,330500,586200,1029900,1515800,885600,702500,2028500,675200,7375400,204000,55503100,1048800,2944500,701700,1059100,6381600,23314400,683000,1231700,866700,775600,4709500,1268000,2276800,1471400,532500,459100,25671000,317200,1921400,292300,609700,2856200,253900,2953800,35256100,2539200,3996871,2031100,948535,2253900,702300,2382300,161700,4360600,496100,4917100,403300,2416400,24355100,685200,3382600,766700,7869300,789800,713400,11486700,2142800,3512100,,4154800,1196900,708100,964000,772300,3826900,761300,2233800,523000,1335400,2167900,1467400,4094700,928800,1673600,917100,5762400,474600,2436700,1169600,1506400,12751000,1872700,436300,1296700,1459300,9997800,2679400,1694500,266500,6883800,905900,1134500,801800,439200,202000,3131000,26887100,7392000,456400,938200,5706000,40551000,,1248800,11035600,7364900,1121600,3126300,4673000,7001978,1050800,1569500,938700,1019000,3625600,2315100,8874400,4159300,1192400,1529700,974300,7401700,761000,1025700,945500,658470,2988600,1570200,9278900,1679300,1513900,6385800,8775000,777600,1721000,714100,1385800,1314400,1222900,2516300,4101400,6354600,352500,420200,1862300,896500,220100,1982200,1056500,1579600,1131200,2990100,6444994,703800,3869900,624300,36291200,1697800,5392200,14575400,1975900,23411700,216400,1229200,3956300,585900,2907300,3254900,5559800,255200,894800,1229700,4809800,1512300,444800,4383200,817500,1354400,8601938,8822500,2408000,284300,4433700,7201000,584500,1980700,2079400,1268700,807700,949900,1897600,556300,8127700,1177300,8329900,1580700,3583400,2662900,1878000,421600,2559100,1409400,4128600,5138900,6821300,1828200,1916500,6314600,1128200,1361400,4554700,2698575,2630200,852600,287300,1239700,1192800,1744800,25656600,1202900,2699347,3288400,579300,1597500,2637600,3066600,1387200,273500,669800,4119700,1365100,1043400,3700400,568600,5281600,3050500,8185400,3026200,10898600,908600,6995800,3666300,1257300,1073900,11857700,905900,7076900,4367800,1135400,903900,2136600,1381400,1401700,1248900,3693400,5695500,806700,1363900,1270700,2575200,1257800,7848000,2502100,1801300,2289800,1249900,3386900,3194200,402400,1076700,2494000,2915200,2754400,1759200,526100,4419100,3705100,6224900,7548400,413700,899400,250000,419500,1513800,4747700,9902700,5138100,600800,3412600,5626700,957600,7942582,837900,15721800,5829700,520500,24911100,1564000,473400,955900,92300,16577000,2403100,420700,131400,6694800,7044100,5130300,2807900,6798300,5055600,2737700,974800,1653000,3541200,772300,1487000,724000,2104800,33682400,21700,19595000,1213000,1208800,3445600,1195572,512850,2088100,1683900,11066500,672100,,10790000,3983300,891800,1610900,1733300,2672000,2137900,3587100,2854900,18664759,961000,4793400,4016100,829100,2803300,448600,692900,1767000,2738800,1055200,1168200,670900,228500,686600,3584500,2007500,462100,2811100,1014500,682300,1923500,1425500,4660500,21068400,1472700,2134100,294800,1079500,848300,9322900,1224900,799200,565300,1332300,723900,2401800,221000,1314100,1164000,4513396,529000,362300,4967900,4085700,507800,1370800,1099200,363200,387000,7184800,544000,662100,3490500,1069900,1129000,869400,476400,1699100,2545800,1113900,856800,5988600,2621300,878600,3076500,37370694,1708000,183300,158500,118000,1126800,1907500,3775800,399700,5774300,4916800,1254200,2588800,6443000,1407800,537100,1109200,1573200,118534000,3075200,1899728,1913800,15577100,3689000,1116300,270300,2665295,6157900,1165000,802800,1101200,728400,4323100,2729500,3107500,1015300,4205600,4317500,1752619,2994400,987100,1388100,514000,415100,971800,1768000,4864700,9388200,4985800,455200,5517000,5192400,3813300,879900,1049100,16571300,561600,1677400,7141700,5316900,499200,2089800,433500,473900,2848400,1100900,1636100,12180700,4408700,1156300,1719300,877148,506400,1698200,1965200
2019-05-06,1624300,4156800,1218600,129772400,5413200,1204600,920900,4006700,1630200,1994500,2247800,3176600,1328200,1271000,895700,1993800,7146200,2306300,6001600,474200,670500,1604100,1968300,1377200,716400,1619800,629900,11824300,100,70344100,953300,2735000,574200,1548700,5417800,9351200,490000,1686200,831600,1569800,4255000,2010900,4576600,1776800,325600,604900,10300500,428000,1437100,454000,664600,2924500,228000,4747600,39882000,2489500,3451354,2804300,1438793,1865600,585500,2368700,228000,3165700,540100,3463100,434400,3294800,14481200,954400,5657200,1034800,7742300,1173000,519900,12004000,2900700,3188100,,4866500,936500,704500,1223000,1172800,2969500,545500,1628900,375000,1308000,2242300,1731500,3381600,1792600,1144900,1059900,3249500,402000,2383300,1305400,1082400,13307500,1617900,518000,1165700,1316800,20699200,2891100,2208400,313600,7402400,1194900,1600600,832400,483800,447000,2520600,17025900,8652000,416600,1340900,5744700,10181700,,1489100,10689500,11035000,1514500,3725900,4105400,9459734,2913100,1355100,1191900,795100,3530200,2746000,9955600,2385800,1212800,1577000,1018900,6089500,576300,1148600,997600,680560,2659600,2288400,5712600,1660300,1310400,4413700,6504700,1087700,1364400,960700,1401500,2166200,1184200,3327000,2482600,3705900,433800,496500,928800,1008900,159800,1828500,856600,1772200,1669000,3199800,7364285,1216500,1889200,396800,28640600,1715300,7878000,13994900,1969200,19892000,372700,1290300,4577900,521400,2627300,3896600,6461300,344200,1150900,1533900,4801300,655100,328500,2356200,1173251,992100,5453975,6304700,2224400,250700,3945100,7506200,559400,1563900,1588700,836200,952300,790500,1927800,499500,7067800,1439700,5941900,1824900,2619400,2618000,1722100,337000,2378800,1366800,3001700,5543600,11525300,1994100,2361300,9966700,1421900,2213400,3259400,2921792,2850500,513900,493900,1263900,891300,1220100,26245200,854900,2231962,2082300,871300,1189400,2183700,2965000,2269800,854800,816000,3719000,857000,983900,3644800,292700,5818900,2417000,9387000,2764900,9220400,968100,10303800,3472600,1458700,1821000,11380200,775900,8657800,8698400,1166300,1532000,3424100,708000,895100,1407000,2830300,5952100,812800,1375900,783100,2730500,1283000,9629500,2307600,4015500,1260900,1706800,1374500,3022000,294300,1415300,3441800,2371300,7532400,1370800,664000,5224200,5504700,5457800,6209000,615700,1798000,403600,659600,946600,6517600,2937900,7234300,1015200,3760300,6409400,473200,9906534,667200,10869500,6310000,605800,24239800,1011700,594200,1858100,112200,25776000,1942300,391100,195800,6730000,6190800,5793100,2968400,12836600,4160000,2377200,549000,1255400,4050900,947400,1927400,656500,1680200,42217600,23800,8264300,424900,2023800,2967600,1272146,608850,1987700,1172900,9305400,599100,,25494800,1612000,884200,1300700,2249100,2270300,2129100,2272800,2883900,25973406,748200,4890400,4413200,879900,3047100,593700,972700,1292200,3307900,1314000,1629800,798800,354100,815600,2769100,1813200,712200,3427500,750500,752700,1392200,1978100,4722600,15682100,1128500,1224300,296000,617900,916700,9871500,729900,773850,669300,1049100,596200,1341600,242500,1163800,811700,3776100,390100,281700,5607500,4663600,832600,1551500,1357500,362900,598600,6571600,453300,744600,4033800,851900,973100,1680400,629100,1973100,3265800,1166400,1928500,2326400,2441500,1111400,4149800,33340968,1166600,287600,254100,153000,1073700,1913700,2854800,335800,4008600,5692500,1320300,1875700,5566100,1330800,943300,969700,892700,54169500,4517000,1474616,1562800,14517400,3974300,1402300,430100,1985837,6136700,1620400,1116500,949300,712100,7180200,2706000,2704900,1403900,4557000,10442400,2054333,4741700,1499600,1197900,509600,431100,888300,1193100,7222700,10066100,4119300,438500,5520900,3645700,4566000,1201800,948700,19279900,812300,1377700,6112900,4613700,857400,1724200,444000,662100,3045800,2601200,3295500,13367100,2003700,1237700,1031800,976337,771800,1632500,1301000
